site_name,Facility ID,Marine Scotland Site ID,Species,Stage,Facility Type,Number of Facilities,Facility Description,Date Registered,nationalgridreference,Local Authority,Producing in Last 3 Years,Site Address 1,Site Address 2,Site Address 3,Site Post Code,Site Contact Number,Aquaculture Type,watertype,Health Surveillance,easting,northing,MS Management Area,Region,company,species
Loch Uisge,10000252,FS0219,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,15-Apr-88,NM806550,Highland,No,N/A,,,,,Fish,Freshwater,,180600,755000,,Highland,Mowi Scotland Ltd,Atlantic Salmon
Camas Glas,10000379,FS0413,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,01-Jan-88,NM646589,Highland,Yes,Glenborrodale,Highland,Highland,PH36 4JP,,Fish,Seawater,Medium,164600,758900,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Ericht,10000246,FS0232,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Jan-88,NN571777,Highland,No,N/A,,,,,Fish,Freshwater,,257100,777700,,Highland,Mowi Scotland Ltd,Atlantic Salmon
Ardessie ,10006574,FS0517,Atlantic Salmon,Broodfish,N/A,1,N/A,27-Nov-87,NH040906,Highland,Yes,Ardessie,"Dundonnell, By Garve",Ross-shire,IV23 2QU,,Fish,Seawater,Low,204000,890600,10d - Little Loch Broom,Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Ewe Poolewe,10000276,FS0206,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,05-Nov-87,NG831836,Highland,No,N/A,,,,,Fish,Seawater,,183100,883600,,Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Ness,10000350,FS0434,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,01-Mar-87,NH588335,Highland,Yes,Camus na Mult,Dores,,IV2 6XP,,Fish,Freshwater,Medium,258800,833500,Not in a management area,Highland,Mowi Scotland Ltd,Atlantic Salmon
Poll Loisgann,10000678,FS0431,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Mar-87,NC069162,Highland,No,N/A,,,,,Fish,Seawater,Low,206900,916200,,Highland,Mowi Scotland Ltd,Atlantic Salmon
Ardhasaig I,10000285,FS0158,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Jan-87,NB127034,Western Isles,No,N/A,,,,,Fish,Seawater,,112700,903400,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Ardhasaig II,10000278,FS0412,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Jan-87,NB117039,Western Isles,No,N/A,,,,,Fish,Seawater,,111700,903900,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Habost Hatchery,10000237,FS0290,Atlantic Salmon,Broodfish,N/A,0,N/A,01-Jan-86,NB333198,Western Isles,No,N/A,,,,,Fish,Freshwater,,133300,919800,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Maaruig,10000754,FS0306,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Jan-86,NB210058,Western Isles,No,N/A,,,,,Fish,Seawater,,121000,905800,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Cruachan Hatchery,10000675,FS0576,Atlantic Salmon,Broodfish,N/A,0,N/A,30-Nov-85,NC073134,Highland,No,N/A,,,,,Fish,Freshwater,Low,207300,913400,Not in a management area,Highland,Mowi Scotland Ltd,Atlantic Salmon
South Loch Shiel,10000255,FS0217,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,08-Nov-85,NM735685,Highland,No,N/A,,,,,Fish,Freshwater,Low,173500,768500,Not in a management area,Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Breugach,10000243,FS0037,Atlantic Salmon,Broodfish,N/A,0,N/A,25-Oct-85,NB375300,Western Isles,No,N/A,,,,,Fish,Freshwater,,137500,930000,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Ardintoul,10000415,FS0245,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,22-Oct-85,NG824244,Highland,Yes,Letterfearn,Glenshiel,"Kyle, Ross-shire",IV40 8HT,,Fish,Seawater,Medium,182400,824400,"14a - Carron, Kishorn, Alsh, Duich",Highland,Mowi Scotland Ltd,Atlantic Salmon
Gorsten,10000382,FS0237,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,21-Oct-85,NN061706,Highland,Yes,Gorsten,Ardgour,"Fort William, Inverness-shire",PH33 7AH,,Fish,Seawater,High,206100,770600,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Ranish (Sgeir an h-Acarach),10000281,FS0566,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,18-Oct-85,NB402237,Western Isles,No,N/A,,,,,Fish,Seawater,N/A,140200,923700,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Vikings (Loch Shell),10000271,FS0029,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,18-Oct-85,NB316108,Western Isles,No,N/A,,,,,Fish,Seawater,,131600,910800,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Invasion Bay,10000406,FS0212,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,17-Oct-85,NM732610,Highland,Yes,Laudale Estate,Ardgour,,PH33 7AF,,Fish,Seawater,Low,173200,761000,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Lochmaddy,10000268,FS0557,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,15-Oct-85,NF926689,Western Isles,No,N/A,,,,,Fish,Seawater,,92600,868900,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Port Lunna,10000275,FS0539,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,15-Oct-85,NR759860,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,175900,686000,,Strathclyde,Mowi Scotland Ltd,Atlantic Salmon
Ardmaddy,10000326,FS0464,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Sep-85,NM774136,Argyll and Bute,No,N/A,,,,,Fish,Seawater,Medium,177400,713600,16d - Seil Sound to Loch Craignish,Strathclyde,Mowi Scotland Ltd,Atlantic Salmon
Shell,10000319,FS0108,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,06-Jun-85,NB386104,Western Isles,No,N/A,,,,,Fish,Seawater,Medium,138600,910400,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Loch Nam Faoileag (Seagull),10000241,FS0147,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Jan-85,NB400157,Western Isles,No,N/A,,,,,Fish,Freshwater,,140000,915700,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Corry Fish Farm,10001480,FS0057,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,20-Sep-84,NH155905,Highland,Yes,Ardmair,,,IV26 2TN,,Fish,Seawater,Low,215500,890500,10b - Loch Broom,Highland,Mowi Scotland Ltd,Atlantic Salmon
Kingairloch,10000444,FS0241,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,31-May-84,NM854521,Highland,Yes,Nr. Ardgour,By Fort William,,PH33 7AE,,Fish,Seawater,Medium,185400,752100,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Ardvourlie,10000756,FS0415,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Jan-84,NB195105,Western Isles,No,N/A,,,,,Fish,Seawater,High,119500,910500,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Portnalong Hatchery,10000236,FS0224,Atlantic Salmon,Eggs (green or eyed),N/A,0,N/A,01-Jan-84,NG340357,Highland,No,N/A,,,,,Fish,Freshwater,,134000,835700,,Highland,Mowi Scotland Ltd,Atlantic Salmon
Skipport,10000282,FS0156,Halibut,Fish weighing more than 5 grams,N/A,0,N/A,01-Jan-84,NF840381,Western Isles,No,N/A,,,,,Fish,Seawater,,84000,838100,,Western Isles,Mowi Scotland Ltd,Halibut
Linnhe,10000375,FS0240,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,18-May-83,NN013647,Highland,Yes,East Lodge,Ardgour,By Fort William,PH33 7AH,,Fish,Seawater,Medium,201300,764700,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Scaslavat,10000250,FS0152,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,01-Jan-83,NB024317,Western Isles,No,N/A,,,,,Fish,Freshwater,,102400,931700,,Western Isles,Mowi Scotland Ltd,Atlantic Salmon
Inchmore,10000372,FS0226,Atlantic Salmon,Eggs (green or eyed),N/A,1,N/A,03-Sep-82,NH301126,Highland,Yes,Dalchreichart,Glenmoriston,Inverness-shire,IV63 7YN,,Fish,Freshwater,High,230100,812600,Not in a management area,Highland,Mowi Scotland Ltd,Atlantic Salmon
Torridon,10000478,FS0234,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,01-Apr-82,NG823559,Highland,Yes,Torridon Fish Farm,Shieldaig,,IV54 8XN,,Fish,Seawater,Medium,182300,855900,11a - Torridon,Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Duich,10000412,FS0248,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,10-Apr-81,NG893231,Highland,Yes,Letterfearn,Glenshiel,"Kyle, Ross-shire",IV40 8HT,,Fish,Seawater,Medium,189300,823100,"14a - Carron, Kishorn, Alsh, Duich",Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Leven (1),10000348,FS0244,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,25-Sep-80,NN079595,Highland,Yes,Callert,"Onich, Fort William",Inverness-shire,PH33 6SA,,Fish,Seawater,Medium,207900,759500,"15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart",Highland,Mowi Scotland Ltd,Atlantic Salmon
Ardnish,10000423,FS0249,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,12-Sep-79,NM755815,Highland,Yes,Lochailort,Inverness-shire,,PH38 4LZ,,Fish,Seawater,Low,175500,781500,15c - Ailort,Highland,Mowi Scotland Ltd,Atlantic Salmon
Elphin Smolt Unit,10001485,FS0058,Atlantic Salmon,Salmon freshwater stages,N/A,0,N/A,10-Aug-79,NC209122,Highland,No,Elphin,Via Lairg,Sutherland,-,,Fish,Freshwater,High,220900,912200,Not in a management area,Highland,Mowi Scotland Ltd,Atlantic Salmon
Loch Harport,10000462,FS0247,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,07-Aug-79,NG347357,Highland,Yes,Siadevg,16 Portnalong Carbost,,IV47 8SL,,Fish,Seawater,Medium,134700,835700,12c - Bracadale,Highland,Mowi Scotland Ltd,Atlantic Salmon
Ardmair,10001483,FS0056,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,20-Apr-79,NH103995,Highland,Yes,Ardmair,,,IV26 2TN,,Fish,Seawater,Low,210300,899500,10b - Loch Broom,Highland,Mowi Scotland Ltd,Atlantic Salmon
Nith Valley Trout,10000016,FS0537,Brown Trout and sea trout,Broodfish,N/A,1,N/A,15-Mar-72,NX890800,Dumfries and Galloway,Yes,Newtonairds Farm,,,DG2 0JL,,Fish,Freshwater,High,289000,580000,Not in a management area,Dumfries & Galloway,Nith Valley Trout,Brown Trout and sea trout
Cormorant Point,10004219,SS0425,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,21-Jul-88,NC249534,Highland,Yes,South East Shore,Loch Inchard,West Sutherland,-,,Shellfish,Seawater,Medium,224900,953400,9b - Laxford,Highland,Norman Ross,Common mussel
NOV Flotta,20000858,FS1028,N/A,N/A,Seawater Tanks,20,20L Tank,21-Nov-01,ND354949,Orkney,No,Flotta,Orkney,Orkney,KW16 3NP,,Fish,Freshwater and Seawater,Low,335400,994900,8c - Scapa Flow,Orkney,NOV Wellstream UK,N/A
Lamb Holm Quarry,10004868,SS0806,European lobster,Shellfish adults/saleable size,N/A,1,N/A,30-Apr-09,HY485001,Orkney,Yes,The Lobster Ponds,Lamb Holm,,KW17 2SF,,Shellfish,Seawater,Low,348500,1000100,8c - Scapa Flow,Orkney,O-Fish-Shell Ltd,European lobster
Eilean Righ,10004865,SS0739,Common mussel,Shellfish adults/saleable size,N/A,0,N/A,13-Jul-05,NM812028,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,Low,181200,702800,,Strathclyde,O-Fish-Shell Ltd,Common mussel
Sgeir Lag Choan,10004864,SS0094,Common mussel,Shellfish juveniles/growers,N/A,0,N/A,28-Oct-85,NN028338,Argyll and Bute,No,N/A,,,,,Shellfish,Seawater,Low,202800,733800,Not in a management area,Strathclyde,O-Fish-Shell Ltd,Common mussel
Loch Sligachan,10004202,SS0796,King scallop,Shellfish adults/saleable size,N/A,1,N/A,07-Feb-08,NG519327,Highland,Yes,Old Mission House,Sconser,,IV48 8TD,,Shellfish,Seawater,Low,151900,832700,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Oakes Marine,King scallop
The Moll,10004204,SS0377,King scallop,Shellfish juveniles/growers,N/A,0,N/A,28-May-90,NG546324,Highland,Yes,Old Mission House,Sconser,,IV48 8TD,,Shellfish,Seawater,Low,154600,832400,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Oakes Marine,King scallop
Loch Kanaird,10004985,SS0853,Flat or native oyster,Shellfish adults/saleable size,N/A,0,N/A,05-Mar-13,NH117992,Highland,Yes,Ockran,Leckmelm Loch Broom,by Garve Wester Ross,IV23 2RH,,Shellfish,Seawater,Low,211700,899200,10b - Loch Broom,Highland,Ockran Oysters,Flat or native oyster
Olansvoe,10005025,SS0879,Common mussel,Shellfish spat,N/A,1,N/A,23-Apr-14,HU283470,Shetland,Yes,Stenvatsta,Westerskeld,,ZE2 9NL,,Shellfish,Seawater,Low,428300,1147000,"3b - Gruting, Vaila, Walls",Shetland,Olansvoe Shellfish,Common mussel
Pynch Dyke,10004436,SS0699,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,10-Sep-03,HU366647,Shetland,Yes,Sparl,Brae,,ZE2 9QJ,,Shellfish,Seawater,Medium,436600,1164700,4a - South St Magnus Bay,Shetland,Olnafirth Sea Farm Ltd,Common mussel
South Voe Burra,10004427,SS0663,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,12-Mar-02,HU372321,Shetland,Yes,Lower Voe,,,ZE2 9PX,,Shellfish,Seawater,Medium,437200,1132100,3a - SW Shetland mainland,Shetland,Olnafirth Sea Farm Ltd,Common mussel
Bight of Cliffs,10004430,SS0600,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,17-May-00,HU391646,Shetland,Yes,Lower Voe,,,ZE2 9PX,,Shellfish,Seawater,Medium,439100,1164600,4a - South St Magnus Bay,Shetland,Olnafirth Sea Farm Ltd,Common mussel
Park Gate,10004433,SS0601,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,17-May-00,HU385651,Shetland,Yes,Lower Voe,,,ZE2 9PX,,Shellfish,Seawater,Medium,438500,1165100,4a - South St Magnus Bay,Shetland,Olnafirth Sea Farm Ltd,Common mussel
Culnacnoc Salmon Farm,10001898,FS1343,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,31-Mar-20,NG532616,Highland,Yes,Organic Sea Harvest Portacabin,Church of Scotland Car park,Garafad Staffin,IV51 9JX,,Fish,Seawater,Medium,153200,861600,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Organic Sea Harvest Ltd,Atlantic Salmon
Invertote Salmon Farm,10001901,FS1344,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,31-Mar-20,NG530587,Highland,Yes,Organic Sea Harvest Portacabin,Church of Scotland Car park,Garafad Staffin,IV51 9JX,,Fish,Seawater,Medium,153000,858700,"11b - Sound of Raasay, Ainort, Scalpay",Highland,Organic Sea Harvest Ltd,Atlantic Salmon
Bay of Skaill,20002269,SS0185,N/A,N/A,Seawater Trestles or trays,540,,09-Dec-85,HY456510,Orkney,Yes,Bay of Skaill,Westray,,KW17 2DN,,Shellfish,Seawater,Low,345600,1051000,8a - Westray,Orkney,Orkney Oysters,N/A
North Bay West,10005178,SS0932,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,06-Nov-19,ND282909,Orkney,Yes,Rysa Lodge,Hoy,,KW16 3NU,,Shellfish,Seawater,High,328200,990900,8c - Scapa Flow,Orkney,Orkney Oysters (Hoy) Ltd,Flat or native oyster
Sourin Hatchery,20002876,FS0121,N/A,N/A,Freshwater Tanks,12,3.5m diameter circular steel tanks,21-Oct-85,HY438311,Orkney,Yes,The Hatchery,Sourin Rousay,,KW17 2PR,,Fish,Freshwater,Low,343800,1031100,Not in a management area,Orkney,Orkney Trout,N/A
Pump Ashore Site,10001800,FS0120,Atlantic Salmon,Grower fish (salmon only),N/A,0,N/A,01-Mar-84,HY402274,Orkney,No,N/A,,,,,Fish,Seawater,,340200,1027400,,Orkney,Orkney Trout,Atlantic Salmon
Old Pumping Station,10000111,FS1126,Brown Trout and sea trout,Eggs (green or eyed),N/A,1,N/A,23-Sep-09,HY373075,Orkney,No,Old Pumping Station,Kirbister Loch,"Orphir, Orkney",KW17 2RA,,Fish,Freshwater,Low,337300,1007500,Not in a management area,Orkney,Orkney Trout Fishing Association,Brown Trout and sea trout
Evanachan Broodstock,10000022,FS0842,Halibut,Fish weighing more than 5 grams,N/A,0,N/A,31-Mar-99,NR944866,Argyll and Bute,No,N/A,,,,,Fish,Seawater,Low,194400,686600,,Strathclyde,Otter Ferry Seafish  Ltd,Halibut
Evanachan Marine Hatchery,10006550,FS0843,Atlantic Salmon,Salmon freshwater stages,N/A,1,N/A,31-Mar-99,NR945866,Argyll and Bute,Yes,Otter Ferry,Argyll,Argyll,PA21 2DH,,Fish,Seawater,Medium,194500,686600,19a - Fyne,Strathclyde,Otter Ferry Seafish  Ltd,Atlantic Salmon
Evanachan Salt Water,10005161,FS0001,Atlantic Salmon,Grower fish (salmon only),N/A,1,N/A,31-Mar-99,NR945867,Argyll and Bute,Yes,Otter Ferry,Argyll,Argyll,PA21 2DH,,Fish,Seawater,Medium,194500,686700,19a - Fyne,Strathclyde,Otter Ferry Seafish  Ltd,Atlantic Salmon
Loch Feochan,10000020,FS0746,Halibut,Fish weighing more than 5 grams,N/A,0,N/A,22-Mar-99,NM836230,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,183600,723000,,Strathclyde,Otter Ferry Seafish  Ltd,Halibut
South Drumachro,10000040,FS0335,Halibut,Fish weighing more than 5 grams,N/A,0,N/A,08-Jul-93,NR645467,Argyll and Bute,Yes,N/A,,,,,Fish,Seawater,Low,164500,646700,18b - Gigha,Strathclyde,Otter Ferry Seafish  Ltd,Halibut
Lephinmore,10000021,FS0003,Halibut,Fish weighing less & inc 5 grams,N/A,0,N/A,01-Jan-88,NR984927,Argyll and Bute,No,N/A,,,,,Fish,Seawater,,198400,692700,,Strathclyde,Otter Ferry Seafish  Ltd,Halibut
Duilisg,10005169,SS0953,Flat or native oyster,Shellfish adults/saleable size,N/A,1,N/A,02-Jun-21,NG829336,Highland,Yes,N/A,,,,,Shellfish,Seawater,High,182900,833600,"14a - Carron, Kishorn, Alsh, Duich",Highland,Plockton Oyster Company,Flat or native oyster
Site 1 South Stromness Voe,10004531,SS0836,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,18-Nov-11,HU382444,Shetland,Yes,8 Skelladale,Brae,,ZE2 9QQ,,Shellfish,Seawater,Low,438200,1144400,3a - SW Shetland mainland,Shetland,Pund Shellfish,Common mussel
Site 2 South Stromness Voe,10004534,SS0666,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,15-May-02,HU378436,Shetland,Yes,8 Skelladale,Brae,,ZE2 9QQ,,Shellfish,Seawater,Low,437800,1143600,3a - SW Shetland mainland,Shetland,Pund Shellfish,Common mussel
East of Burwick,10004367,SS0837,Common mussel,Shellfish spat,N/A,1,N/A,23-Nov-11,HU391402,Shetland,No,Unit 1,Blacksness Pier,Scalloway,ZE1 0TQ,,Shellfish,Seawater,Low,439100,1140200,3a - SW Shetland mainland,Shetland,QA Fish Ltd,Common mussel
Eilean Liath,20002373,SS0544,N/A,N/A,Seawater Long Lines,3,,22-Nov-95,NM475391,Argyll and Bute,Yes,Pairc Dubh,Ulva Ferry,,PA73 6LY,,Shellfish,Seawater,Low,147500,739100,"16a - Tuath, na Keal",Strathclyde,Rangequest Oysters,N/A
Location 1,20002372,SS0515,N/A,N/A,Seawater Trestles or trays,276,,05-Oct-93,NM458390,Argyll and Bute,Yes,Pairc Dubh,Ulva Ferry,,PA73 6LY,,Shellfish,Seawater,Low,145800,739000,"16a - Tuath, na Keal",Strathclyde,Rangequest Oysters,N/A
Rastech - Eden Campus,10005316,FS1356,Arctic Charr,Eggs (green or eyed),N/A,0,N/A,15-Dec-22,NO452197,Fife,No,Eden Campus,Main Street,Guardbridge,KY16 0US,,Fish,Freshwater,Low,345200,719700,,Fife,Rastech CIC (Fish),Arctic Charr
Rastech Eden Campus (SF),20002897,SS0964,N/A,N/A,Seawater Hatchery,8,1m tanks,02-Nov-22,NO452197,Fife,No,Eden Campus,Main Street,Guardbridge,KY16 0US,,Shellfish,Seawater,Medium,345200,719700,,Fife,Rastech CIC (Shellfish),N/A
Kershader Spat,10005357,SS0972,Common mussel,Shellfish spat,N/A,0,N/A,05-May-23,NB337203,Western Isles,Yes,9 Holm,Stornoway,,HS2 0AZ,01851 706476,Shellfish,Seawater,Medium,133700,920300,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,Common mussel
Keose,10004103,SS0802,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,08-Sep-08,NB367213,Western Isles,Yes,9 Holm,Stornoway,,HS2 0AZ,,Shellfish,Seawater,Medium,136700,921300,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,Common mussel
Raven Rock,10004104,SS0150,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,08-Jan-86,NB377245,Western Isles,Yes,"Loch Leurbost,",Isle of Lewis,,-,,Shellfish,Seawater,Medium,137700,924500,5a - E Lewis,Western Isles,Raven Rock Sea Products Ltd.,Common mussel
Rhivichie Loch Inchard,10004224,SS0446,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,28-Sep-90,NC240543,Highland,Yes,Loch Inchard,Sutherland,,-,,Shellfish,Seawater,Medium,224000,954300,9b - Laxford,Highland,Rhivichie Fisheries,Common mussel
Dunosdale,10001533,FS1081,Atlantic Salmon,Broodfish,N/A,0,N/A,14-Jul-04,NG888384,Highland,No,Dunosdale,Lochcarron,Ross-shire,IV54 8YH,,Fish,Freshwater,N/A,188800,838400,Not in a management area,Highland,River Carron Restoration Project,Atlantic Salmon
Attadale Broodstock Unit,10001529,FS1008,Atlantic Salmon,Broodfish,N/A,1,N/A,22-Nov-00,NG943378,Highland,No,Attadale Estate,Strathcarron,Ross-shire,-,,Fish,Freshwater,Medium,194300,837800,Not in a management area,Highland,River Carron Restoration Project,Atlantic Salmon
Glen Mor,10001535,FS0945,Atlantic Salmon,Eggs (green or eyed),N/A,0,N/A,09-Mar-99,NG859401,Highland,No,Glen Mor Estate,Lochcarron,Ross-shire,IV54 8XG,,Fish,Freshwater,Medium,185900,840100,Not in a management area,Highland,River Carron Restoration Project,Atlantic Salmon
Seafield Hatchery,10001526,FS0760,Atlantic Salmon,Eggs (green or eyed),N/A,0,N/A,04-May-93,NG832402,Highland,No,N/A,,,,,Fish,Freshwater,Medium,183200,840200,Not in a management area,Highland,River Carron Restoration Project,Atlantic Salmon
Low Milton Farm,20000495,FS0810,N/A,N/A,Freshwater Tanks,0,,19-May-93,NS315134,South Ayrshire,No,N/A,,,,,Fish,Freshwater,,231500,613400,,Strathclyde,River Doon Trout Co Ltd,N/A
Cassillis Mill,10000715,FS0285,Brown Trout and sea trout,Fish weighing more than 5 grams,N/A,1,N/A,01-Sep-91,NS363143,South Ayrshire,Yes,Cassillis Mill,Dalrymple,,KA6 6BD,,Fish,Freshwater,Medium,236300,614300,Not in a management area,Strathclyde,River Doon Trout Co Ltd,Brown Trout and sea trout
Drimsallie Mill,10001139,FS0877,Atlantic Salmon,Broodfish,N/A,1,N/A,05-Aug-96,NM934804,Highland,No,Drimsallie Mill,Inverness-shire,Inverness-shire,PH37 4LT,,Fish,Freshwater,Low,193400,780400,Not in a management area,Highland,River Lochy Association,Atlantic Salmon
Drumintoul Loch,20000045,FS0807,N/A,N/A,Freshwater cages,0,,10-May-93,NH922112,Highland,No,N/A,,,,,Fish,Freshwater,,292200,811200,,Highland,Rothiemurchus Estate,N/A
Loch Eilein,20000044,FS0780,N/A,N/A,Freshwater cages,0,,10-Apr-92,NH900080,Highland,No,N/A,,,,,Fish,Freshwater,,290000,808000,,Highland,Rothiemurchus Estate,N/A
Loch Pityoulish,20000043,FS0779,N/A,N/A,Freshwater cages,0,,10-Apr-92,NH920135,Highland,No,N/A,,,,,Fish,Freshwater,,292000,813500,,Highland,Rothiemurchus Estate,N/A
Rothiemurchus Ponds,10000048,FS0007,Brown Trout and sea trout,Fish weighing more than 5 grams,N/A,0,N/A,01-Apr-92,NH899116,Highland,No,Rothiemurchus Estate,Inverness-shire,Inverness-shire,PH22 1QH,,Fish,Freshwater,Medium,289900,811600,Not in a management area,Highland,Rothiemurchus Estate,Brown Trout and sea trout
North Ericht Bank Field,10006579,FS1368,Common carp (inc. koi & mirror),Fish weighing more than 5 grams,N/A,1,N/A,29-Apr-25,NO191446,Perth and Kinross,New,Ashgrove Road,Rattray,,PH10 7EX,,Fish,Freshwater,High,319100,744600,,Tayside,RSA Blairgowrie Ltd,Common carp (inc. koi & mirror)
Sandsound South,10005270,SS0926,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,16-Apr-19,HU349491,Shetland,Yes,Seaview,Bixter,,ZE2 9LU,,Shellfish,Seawater,Medium,434900,1149100,3a - SW Shetland mainland,Shetland,Sandsound Mussels,Common mussel
Northwest of Lungness,10005269,SS0892,Common mussel,Shellfish juveniles/growers,N/A,1,N/A,13-Jan-15,HU350507,Shetland,Yes,Seaview,Bixter,,ZE2 9LU,,Shellfish,Seawater,Medium,435000,1150700,3a - SW Shetland mainland,Shetland,Sandsound Mussels,Common mussel
Lungness,10005268,SS0540,Common mussel,Shellfish adults/saleable size,N/A,1,N/A,20-Apr-95,HU351498,Shetland,Yes,Seaview,Bixter,,ZE2 9LU,,Shellfish,Seawater,Medium,435100,1149800,3a - SW Shetland mainland,Shetland,Sandsound Mussels,Common mussel
